gridSize,blue,red,flag,instructionCount
22,22,3,A,121190093
22,22,4,A,122739392
22,22,5,A,125804207
22,22,6,A,129406881
22,22,7,A,131467397
22,22,8,A,135719761
22,22,9,A,138459018
22,22,10,A,144960333
22,22,11,A,150170798
22,22,12,A,153407754
22,22,13,A,158585224
22,22,14,A,165103429
22,22,15,A,169260350
22,22,16,A,173143927
22,22,17,A,179239720
22,22,18,A,183773487
22,22,19,A,193063574
22,22,20,A,198275389
22,22,21,A,201228318
22,22,22,A,209909480
23,1,1,A,2046320
23,1,2,A,3143456
23,1,3,A,6281383
23,1,4,A,10191454
23,1,5,A,13741662
23,1,6,A,20557394
23,1,7,A,24210954
23,1,8,A,33329164
23,1,9,A,38613175
23,1,10,A,46002829
23,1,11,A,50269122
23,1,12,A,57190249
23,1,13,A,61784354
23,1,14,A,70549819
23,1,15,A,82930803
23,1,16,A,84388457
23,1,17,A,93378938
23,1,18,A,99123023
23,1,19,A,109697715
23,1,20,A,120885261
23,1,21,A,121973895
23,1,22,A,135549100
23,1,23,A,129214454
23,2,1,A,3376324
23,2,2,A,4655536
23,2,3,A,7842229
23,2,4,A,11691784
23,2,5,A,15176979
23,2,6,A,21989166
23,2,7,A,25647002
23,2,8,A,34766264
23,2,9,A,40046410
23,2,10,A,47442539
23,2,11,A,51698630
23,2,12,A,58597019
23,2,13,A,63167878
23,2,14,A,71892365
23,2,15,A,84268226
23,2,16,A,85719162
23,2,17,A,94707502
23,2,18,A,100465214
23,2,19,A,111034592
23,2,20,A,122225479
23,2,21,A,123297033
23,2,22,A,136879193
23,2,23,A,130449948
23,3,1,A,5491239
23,3,2,A,6822893
23,3,3,A,9569453
23,3,4,A,13474428
23,3,5,A,17500571
23,3,6,A,24246146
23,3,7,A,27969304
23,3,8,A,37083695
23,3,9,A,42362479
23,3,10,A,49739373
23,3,11,A,53958843
23,3,12,A,60796450
23,3,13,A,65314912
23,3,14,A,73991421
23,3,15,A,86383326
23,3,16,A,87785045
23,3,17,A,96840753
23,3,18,A,102565737
23,3,19,A,113144655
23,3,20,A,124353103
23,3,21,A,125392766
23,3,22,A,138968443
23,3,23,A,132467410
23,4,1,A,8529897
23,4,2,A,9891394
23,4,3,A,12708953
23,4,4,A,16780314
23,4,5,A,20373742
23,4,6,A,27023701
23,4,7,A,30846853
23,4,8,A,39954226
23,4,9,A,45225577
23,4,10,A,52764722
23,4,11,A,56728568
23,4,12,A,63441382
23,4,13,A,67825691
23,4,14,A,76449330
23,4,15,A,88786644
23,4,16,A,90024927
23,4,17,A,99250219
23,4,18,A,104903679
23,4,19,A,115475253
23,4,20,A,126731361
23,4,21,A,127588167
23,4,22,A,141262640
23,4,23,A,134307213
23,5,1,A,13421738
23,5,2,A,14767737
23,5,3,A,17575411
23,5,4,A,21549298
23,5,5,A,25128477
23,5,6,A,31627532
23,5,7,A,35602582
23,5,8,A,44693067
23,5,9,A,49970915
23,5,10,A,57581660
23,5,11,A,61305504
23,5,12,A,67830660
23,5,13,A,72062630
23,5,14,A,80509432
23,5,15,A,92813397
23,5,16,A,93703456
23,5,17,A,103254116
23,5,18,A,108741855
23,5,19,A,119249076
23,5,20,A,130712685
23,5,21,A,131194295
23,5,22,A,145014922
23,5,23,A,137545919
23,6,1,A,15975214
23,6,2,A,17266483
23,6,3,A,19711602
23,6,4,A,23452188
23,6,5,A,27262185
23,6,6,A,33015409
23,6,7,A,37196806
23,6,8,A,45327041
23,6,9,A,50155266
23,6,10,A,56248634
23,6,11,A,60865466
23,6,12,A,68864373
23,6,13,A,75776063
23,6,14,A,84581724
23,6,15,A,96872043
23,6,16,A,97711584
23,6,17,A,107352662
23,6,18,A,112781456
23,6,19,A,123264189
23,6,20,A,134649781
23,6,21,A,135134879
23,6,22,A,148947723
23,6,23,A,141159343
23,7,1,A,21100828
23,7,2,A,22394023
23,7,3,A,24869646
23,7,4,A,28666591
23,7,5,A,32673190
23,7,6,A,38787224
23,7,7,A,42775397
23,7,8,A,51294849
23,7,9,A,56241794
23,7,10,A,62480430
23,7,11,A,67128721
23,7,12,A,75294395
23,7,13,A,80930970
23,7,14,A,89398558
23,7,15,A,101606355
23,7,16,A,101932129
23,7,17,A,112068014
23,7,18,A,117240771
23,7,19,A,127646058
23,7,20,A,139432323
23,7,21,A,139258929
23,7,22,A,153396687
23,7,23,A,144984178
23,8,1,A,29080142
23,8,2,A,30371613
23,8,3,A,32844893
23,8,4,A,36641312
23,8,5,A,40601761
23,8,6,A,46725888
23,8,7,A,50705072
23,8,8,A,59173506
23,8,9,A,64136221
23,8,10,A,70292652
23,8,11,A,75010993
23,8,12,A,83125727
23,8,13,A,88598612
23,8,14,A,97104861
23,8,15,A,109226018
23,8,16,A,109043727
23,8,17,A,119664974
23,8,18,A,124619628
23,8,19,A,134881576
23,8,20,A,146948405
23,8,21,A,146177313
23,8,22,A,160747822
23,8,23,A,150994173
23,9,1,A,29328578
23,9,2,A,30608711
23,9,3,A,32837994
23,9,4,A,36342031
23,9,5,A,40022551
23,9,6,A,45047146
23,9,7,A,49451031
23,9,8,A,56807867
23,9,9,A,61547156
23,9,10,A,67305043
23,9,11,A,71356801
23,9,12,A,78847127
23,9,13,A,86078603
23,9,14,A,93410338
23,9,15,A,104258102
23,9,16,A,111223148
23,9,17,A,114363771
23,9,18,A,125509896
23,9,19,A,135439076
23,9,20,A,143884323
23,9,21,A,148192944
23,9,22,A,159753247
23,9,23,A,153654849
23,10,1,A,37894412
23,10,2,A,39181387
23,10,3,A,41621155
23,10,4,A,45332944
23,10,5,A,49123835
23,10,6,A,54830781
23,10,7,A,59007942
23,10,8,A,67077721
23,10,9,A,71868740
23,10,10,A,77886947
23,10,11,A,82601332
23,10,12,A,90446251
23,10,13,A,97258866
23,10,14,A,106150503
23,10,15,A,118212989
23,10,16,A,117777518
23,10,17,A,128621165
23,10,18,A,133359805
23,10,19,A,143611814
23,10,20,A,155713481
23,10,21,A,154763746
23,10,22,A,169263108
23,10,23,A,159097467
23,11,1,A,43184823
23,11,2,A,44443965
23,11,3,A,46509955
23,11,4,A,49681319
23,11,5,A,53179292
23,11,6,A,57687587
23,11,7,A,62129522
23,11,8,A,69013570
23,11,9,A,73528914
23,11,10,A,78808292
23,11,11,A,82477445
23,11,12,A,89563539
23,11,13,A,96404778
23,11,14,A,103579917
23,11,15,A,113349844
23,11,16,A,121415549
23,11,17,A,123613967
23,11,18,A,133461141
23,11,19,A,143269166
23,11,20,A,150302437
23,11,21,A,156455391
23,11,22,A,163087058
23,11,23,A,167948121
23,12,1,A,48296655
23,12,2,A,49551159
23,12,3,A,51622070
23,12,4,A,54783419
23,12,5,A,58278251
23,12,6,A,62762246
23,12,7,A,67238957
23,12,8,A,74012104
23,12,9,A,78376984
23,12,10,A,83839263
23,12,11,A,87335542
23,12,12,A,94274653
23,12,13,A,101262657
23,12,14,A,108390844
23,12,15,A,117955795
23,12,16,A,125946752
23,12,17,A,128273420
23,12,18,A,138184271
23,12,19,A,147884285
23,12,20,A,154731243
23,12,21,A,161011684
23,12,22,A,167418515
23,12,23,A,172992492
23,13,1,A,55641770
23,13,2,A,56907247
23,13,3,A,59124814
23,13,4,A,62598834
23,13,5,A,66261807
23,13,6,A,71297407
23,13,7,A,75611838
23,13,8,A,83011342
23,13,9,A,87484126
23,13,10,A,93172353
23,13,11,A,97384906
23,13,12,A,104667231
23,13,13,A,111490395
23,13,14,A,118971410
23,13,15,A,129334562
23,13,16,A,136095852
23,13,17,A,139472246
23,13,18,A,150370841
23,13,19,A,159773456
23,13,20,A,168231193
23,13,21,A,172377839
23,13,22,A,183693191
23,13,23,A,175385092
23,14,1,A,61755315
23,14,2,A,63008959
23,14,3,A,65079169
23,14,4,A,68222485
23,14,5,A,71718072
23,14,6,A,76222948
23,14,7,A,80647554
23,14,8,A,87491181
23,14,9,A,91818742
23,14,10,A,97274577
23,14,11,A,100865079
23,14,12,A,107808811
23,14,13,A,114576713
23,14,14,A,121781227
23,14,15,A,131498790
23,14,16,A,139205119
23,14,17,A,141560395
23,14,18,A,151410135
23,14,19,A,161007024
23,14,20,A,167989861
23,14,21,A,174237606
23,14,22,A,180796678
23,14,23,A,185884681
23,15,1,A,71615827
23,15,2,A,72882349
23,15,3,A,74976196
23,15,4,A,78301496
23,15,5,A,81886399
23,15,6,A,86568629
23,15,7,A,90980596
23,15,8,A,98032710
23,15,9,A,102334934
23,15,10,A,108143817
23,15,11,A,111733709
23,15,12,A,118852369
23,15,13,A,125604712
23,15,14,A,132772054
23,15,15,A,142580327
23,15,16,A,150416271
23,15,17,A,152909806
23,15,18,A,163791542
23,15,19,A,172575369
23,15,20,A,179807040
23,15,21,A,185815408
23,15,22,A,193709491
23,15,23,A,192372146
23,16,1,A,78194909
23,16,2,A,79452944
23,16,3,A,81540808
23,16,4,A,84855366
23,16,5,A,88401391
23,16,6,A,93029224
23,16,7,A,97468205
23,16,8,A,104405239
23,16,9,A,108518560
23,16,10,A,114502885
23,16,11,A,118062939
23,16,12,A,125055243
23,16,13,A,132031707
23,16,14,A,139144618
23,16,15,A,148806259
23,16,16,A,156611864
23,16,17,A,159188500
23,16,18,A,170114679
23,16,19,A,178860115
23,16,20,A,185915251
23,16,21,A,191989339
23,16,22,A,199917452
23,16,23,A,198851376
23,17,1,A,81495108
23,17,2,A,82751241
23,17,3,A,84832881
23,17,4,A,88156218
23,17,5,A,91763727
23,17,6,A,96429834
23,17,7,A,100820547
23,17,8,A,107892809
23,17,9,A,112154525
23,17,10,A,117885120
23,17,11,A,121573028
23,17,12,A,128594245
23,17,13,A,135565538
23,17,14,A,142696847
23,17,15,A,152480377
23,17,16,A,160389315
23,17,17,A,162593522
23,17,18,A,173628064
23,17,19,A,182393912
23,17,20,A,189484246
23,17,21,A,195799496
23,17,22,A,203456856
23,17,23,A,201740280
23,18,1,A,92379228
23,18,2,A,93640152
23,18,3,A,95704319
23,18,4,A,98997520
23,18,5,A,102564082
23,18,6,A,107157081
23,18,7,A,111558004
23,18,8,A,118461669
23,18,9,A,122597720
23,18,10,A,128435493
23,18,11,A,132163430
23,18,12,A,139030382
23,18,13,A,145752053
23,18,14,A,153070144
23,18,15,A,162667326
23,18,16,A,170528258
23,18,17,A,172837447
23,18,18,A,183964500
23,18,19,A,192457065
23,18,20,A,199469541
23,18,21,A,205729207
23,18,22,A,213477210
23,18,23,A,209200145
23,19,1,A,103126723
23,19,2,A,104384469
23,19,3,A,106442611
23,19,4,A,109727888
23,19,5,A,113315371
23,19,6,A,117911552
23,19,7,A,122263714
23,19,8,A,129218304
23,19,9,A,133171071
23,19,10,A,139191446
23,19,11,A,142860925
23,19,12,A,149604257
23,19,13,A,156488371
23,19,14,A,163692195
23,19,15,A,173318592
23,19,16,A,180764680
23,19,17,A,183260887
23,19,18,A,194117260
23,19,19,A,202681763
23,19,20,A,209593512
23,19,21,A,216137067
23,19,22,A,223646174
23,19,23,A,220948606
23,20,1,A,100772241
23,20,2,A,102027929
23,20,3,A,104053418
23,20,4,A,107136400
23,20,5,A,110604311
23,20,6,A,115070539
23,20,7,A,119402298
23,20,8,A,125999990
23,20,9,A,129811127
23,20,10,A,135640347
23,20,11,A,139192955
23,20,12,A,145661172
23,20,13,A,152342814
23,20,14,A,159459026
23,20,15,A,168959824
23,20,16,A,176426539
23,20,17,A,178328432
23,20,18,A,188455384
23,20,19,A,197184767
23,20,20,A,203762337
23,20,21,A,210356949
23,20,22,A,216283139
23,20,23,A,220528500
23,21,1,A,110556064
23,21,2,A,111810757
23,21,3,A,113820712
23,21,4,A,116887659
23,21,5,A,120379256
23,21,6,A,124814316
23,21,7,A,129192673
23,21,8,A,135849428
23,21,9,A,139581228
23,21,10,A,145367288
23,21,11,A,149037116
23,21,12,A,155599377
23,21,13,A,162182239
23,21,14,A,169358442
23,21,15,A,178912307
23,21,16,A,186386145
23,21,17,A,188431016
23,21,18,A,198521207
23,21,19,A,207504170
23,21,20,A,214033515
23,21,21,A,220474299
23,21,22,A,226902417
23,21,23,A,229870153
23,22,1,A,108314341
23,22,2,A,109521161
23,22,3,A,111407285
23,22,4,A,114218408
23,22,5,A,117277090
23,22,6,A,121674352
23,22,7,A,125953969
23,22,8,A,131994120
23,22,9,A,135528802
23,22,10,A,140438155
23,22,11,A,144088974
23,22,12,A,150437091
23,22,13,A,156889435
23,22,14,A,163502801
23,22,15,A,172498893
23,22,16,A,178652912
23,22,17,A,182253848
23,22,18,A,190401373
23,22,19,A,198627295
23,22,20,A,204523335
23,22,21,A,211419237
23,22,22,A,216709793
23,22,23,A,224639602
23,23,1,A,107940544
23,23,2,A,109117809
23,23,3,A,111006543
23,23,4,A,113699835
23,23,5,A,116631405
23,23,6,A,120970097
23,23,7,A,125160082
23,23,8,A,130906181
23,23,9,A,134618711
23,23,10,A,138911796
23,23,11,A,142185851
23,23,12,A,148940294
23,23,13,A,154940801
23,23,14,A,160808212
23,23,15,A,169838618
23,23,16,A,176265146
23,23,17,A,179734115
23,23,18,A,187650846
23,23,19,A,195098223
23,23,20,A,200797472
23,23,21,A,207340530
23,23,22,A,212730905
23,23,23,A,219395905
24,1,1,A,1177777
24,1,2,A,2393403
24,1,3,A,7152251
24,1,4,A,7405339
24,1,5,A,10932489
24,1,6,A,15653462
24,1,7,A,20722122
24,1,8,A,22039547
24,1,9,A,29894233
24,1,10,A,34565396
24,1,11,A,35197765
24,1,12,A,41725582
24,1,13,A,51387275
24,1,14,A,57237812
24,1,15,A,64541873
24,1,16,A,67724344
24,1,17,A,72147491
24,1,18,A,73912787
24,1,19,A,105778763
24,1,20,A,99597027
24,1,21,A,101029656
24,1,22,A,112740567
24,1,23,A,121465377
24,1,24,A,134189402
24,2,1,A,2376371
24,2,2,A,3649446
24,2,3,A,7688722
24,2,4,A,8652001
24,2,5,A,12110016
24,2,6,A,16812253
24,2,7,A,21880913
24,2,8,A,23194434
24,2,9,A,31050425
24,2,10,A,35713431
24,2,11,A,36314723
24,2,12,A,42842591
24,2,13,A,52509936
24,2,14,A,58380811
24,2,15,A,65650532
24,2,16,A,68788409
24,2,17,A,73179653
24,2,18,A,74935541
24,2,19,A,106907341
24,2,20,A,100691563
24,2,21,A,102077887
24,2,22,A,113870838
24,2,23,A,122540397
24,2,24,A,135271410
24,3,1,A,5038558
24,3,2,A,6307186
24,3,3,A,10236634
24,3,4,A,11244309
24,3,5,A,14563002
24,3,6,A,19249404
24,3,7,A,24318064
24,3,8,A,25507196
24,3,9,A,33362407
24,3,10,A,37954842
24,3,11,A,38506601
24,3,12,A,45032955
24,3,13,A,54702507
24,3,14,A,60622908
24,3,15,A,67833327
24,3,16,A,70806061
24,3,17,A,75188832
24,3,18,A,76938337
24,3,19,A,109015852
24,3,20,A,102816602
24,3,21,A,104086940
24,3,22,A,116054585
24,3,23,A,124575748
24,3,24,A,137312794
24,4,1,A,8980467
24,4,2,A,10249095
24,4,3,A,14178543
24,4,4,A,15142223
24,4,5,A,17971309
24,4,6,A,22535334
24,4,7,A,27603888
24,4,8,A,28543817
24,4,9,A,36401607
24,4,10,A,40915717
24,4,11,A,41353312
24,4,12,A,47874311
24,4,13,A,57537248
24,4,14,A,63578481
24,4,15,A,70677928
24,4,16,A,73461555
24,4,17,A,77781550
24,4,18,A,79515612
24,4,19,A,111781673
24,4,20,A,105580120
24,4,21,A,106731718
24,4,22,A,118922478
24,4,23,A,127286094
24,4,24,A,140002681
24,5,1,A,12288328
24,5,2,A,13451223
24,5,3,A,16570441
24,5,4,A,18278661
24,5,5,A,22127013
24,5,6,A,26826937
24,5,7,A,31895684
24,5,8,A,32830976
24,5,9,A,40684189
24,5,10,A,45112858
24,5,11,A,45485111
24,5,12,A,51992339
24,5,13,A,61650384
24,5,14,A,67761414
24,5,15,A,74776875
24,5,16,A,77054864
24,5,17,A,81302422
24,5,18,A,83045609
24,5,19,A,115741967
24,5,20,A,109530925
24,5,21,A,110265266
24,5,22,A,123015020
24,5,23,A,131056348
24,5,24,A,143757424
24,6,1,A,17023747
24,6,2,A,18232333
24,6,3,A,21588005
24,6,4,A,23251232
24,6,5,A,26526559
24,6,6,A,30822220
24,6,7,A,35890072
24,6,8,A,36437150
24,6,9,A,44288571
24,6,10,A,48553797
24,6,11,A,48456883
24,6,12,A,54961867
24,6,13,A,64632794
24,6,14,A,71206295
24,6,15,A,77734897
24,6,16,A,80146782
24,6,17,A,84246372
24,6,18,A,86007986
24,6,19,A,118581591
24,6,20,A,112392020
24,6,21,A,113353846
24,6,22,A,126227806
24,6,23,A,133960413
24,6,24,A,146663479
24,7,1,A,24550536
24,7,2,A,25716983
24,7,3,A,28708283
24,7,4,A,30376114
24,7,5,A,34243449
24,7,6,A,39113753
24,7,7,A,44174286
24,7,8,A,44871036
24,7,9,A,52707745
24,7,10,A,56661620
24,7,11,A,56153736
24,7,12,A,62643187
24,7,13,A,72289483
24,7,14,A,79313107
24,7,15,A,85351995
24,7,16,A,86848482
24,7,17,A,90578339
24,7,18,A,92355907
24,7,19,A,125752327
24,7,20,A,119558953
24,7,21,A,119984077
24,7,22,A,134002332
24,7,23,A,140897692
24,7,24,A,153543548
24,8,1,A,29546889
24,8,2,A,30707671
24,8,3,A,33571356
24,8,4,A,35232503
24,8,5,A,39037444
24,8,6,A,43808689
24,8,7,A,48849536
24,8,8,A,50249111
24,8,9,A,58088987
24,8,10,A,61980803
24,8,11,A,60989801
24,8,12,A,67467898
24,8,13,A,77136369
24,8,14,A,84602241
24,8,15,A,90209925
24,8,16,A,91030555
24,8,17,A,94372046
24,8,18,A,96175658
24,8,19,A,130670412
24,8,20,A,124397787
24,8,21,A,124158733
24,8,22,A,139078966
24,8,23,A,145361415
24,8,24,A,158075441
24,9,1,A,36640607
24,9,2,A,37806075
24,9,3,A,40796897
24,9,4,A,42460819
24,9,5,A,46334396
24,9,6,A,51204805
24,9,7,A,56262096
24,9,8,A,56193865
24,9,9,A,64030030
24,9,10,A,67575958
24,9,11,A,65949903
24,9,12,A,72411136
24,9,13,A,82056571
24,9,14,A,90223575
24,9,15,A,95141870
24,9,16,A,95423059
24,9,17,A,98478307
24,9,18,A,100280976
24,9,19,A,135428698
24,9,20,A,129202998
24,9,21,A,128459642
24,9,22,A,144050325
24,9,23,A,149924771
24,9,24,A,162528000
24,10,1,A,39370836
24,10,2,A,40516304
24,10,3,A,43110353
24,10,4,A,44659527
24,10,5,A,48155609
24,10,6,A,52732023
24,10,7,A,57096215
24,10,8,A,59746007
24,10,9,A,66261027
24,10,10,A,72327685
24,10,11,A,73083160
24,10,12,A,79520684
24,10,13,A,89175823
24,10,14,A,95252041
24,10,15,A,102205841
24,10,16,A,102079520
24,10,17,A,105244250
24,10,18,A,107049460
24,10,19,A,142236751
24,10,20,A,135929762
24,10,21,A,135042608
24,10,22,A,150365492
24,10,23,A,156520310
24,10,24,A,169093236
24,11,1,A,49292241
24,11,2,A,50440141
24,11,3,A,53031311
24,11,4,A,54568128
24,11,5,A,58068121
24,11,6,A,62648770
24,11,7,A,66998060
24,11,8,A,69623583
24,11,9,A,76108291
24,11,10,A,82219328
24,11,11,A,82231949
24,11,12,A,88628054
24,11,13,A,98310160
24,11,14,A,105190317
24,11,15,A,111242291
24,11,16,A,109925096
24,11,17,A,112647992
24,11,18,A,114490041
24,11,19,A,150880971
24,11,20,A,144551067
24,11,21,A,142869445
24,11,22,A,160055701
24,11,23,A,164682700
24,11,24,A,177274566
24,12,1,A,56427258
24,12,2,A,57571218
24,12,3,A,60161549
24,12,4,A,61700300
24,12,5,A,65202883
24,12,6,A,69769121
24,12,7,A,74130233
24,12,8,A,76768094
24,12,9,A,83240703
24,12,10,A,89300517
24,12,11,A,89183355
24,12,12,A,95623413
24,12,13,A,105239309
24,12,14,A,112242751
24,12,15,A,118226388
24,12,16,A,116944842
24,12,17,A,119528895
24,12,18,A,121352566
24,12,19,A,157706910
24,12,20,A,151391536
24,12,21,A,149826443
24,12,22,A,167174344
24,12,23,A,171531160
24,12,24,A,184075620
24,13,1,A,56924226
24,13,2,A,58068421
24,13,3,A,60659918
24,13,4,A,62206266
24,13,5,A,65707899
24,13,6,A,70279144
24,13,7,A,74638339
24,13,8,A,77279972
24,13,9,A,83737262
24,13,10,A,89839790
24,13,11,A,90886659
24,13,12,A,97282718
24,13,13,A,106884205
24,13,14,A,112729233
24,13,15,A,119865140
24,13,16,A,118396663
24,13,17,A,121144839
24,13,18,A,123042379
24,13,19,A,159123800
24,13,20,A,152872361
24,13,21,A,151169640
24,13,22,A,167543750
24,13,23,A,172863067
24,13,24,A,185316105
24,14,1,A,66773851
24,14,2,A,67900295
24,14,3,A,70398274
24,14,4,A,71953171
24,14,5,A,75336426
24,14,6,A,79659282
24,14,7,A,84037848
24,14,8,A,86698623
24,14,9,A,92003095
24,14,10,A,98845853
24,14,11,A,100697939
24,14,12,A,107085798
24,14,13,A,116743908
24,14,14,A,121080380
24,14,15,A,129707727
24,14,16,A,127180767
24,14,17,A,129325651
24,14,18,A,131217996
24,14,19,A,168255865
24,14,20,A,161973458
24,14,21,A,159922997
24,14,22,A,174917517
24,14,23,A,181799533
24,14,24,A,194188991
24,15,1,A,71339458
24,15,2,A,72460612
24,15,3,A,74950625
24,15,4,A,76495972
24,15,5,A,79879671
24,15,6,A,84193883
24,15,7,A,88573549
24,15,8,A,91211720
24,15,9,A,96508858
24,15,10,A,103303682
24,15,11,A,105202227
24,15,12,A,111579040
24,15,13,A,121248552
24,15,14,A,125530830
24,15,15,A,134151404
24,15,16,A,131399297
24,15,17,A,133676305
24,15,18,A,135569609
24,15,19,A,173312433
24,15,20,A,167014465
24,15,21,A,164193496
24,15,22,A,179293195
24,15,23,A,186339306
24,15,24,A,198774934
24,16,1,A,80520804
24,16,2,A,81663808
24,16,3,A,84254883
24,16,4,A,85785357
24,16,5,A,89279069
24,16,6,A,93837192
24,16,7,A,98193912
24,16,8,A,100813796
24,16,9,A,107244874
24,16,10,A,113326217
24,16,11,A,113257014
24,16,12,A,119657031
24,16,13,A,129311494
24,16,14,A,136270336
24,16,15,A,142243489
24,16,16,A,138179735
24,16,17,A,139977318
24,16,18,A,141887385
24,16,19,A,180363718
24,16,20,A,174029326
24,16,21,A,170912386
24,16,22,A,190961259
24,16,23,A,193193348
24,16,24,A,205672446
24,17,1,A,90697691
24,17,2,A,91847607
24,17,3,A,94603531
24,17,4,A,96233102
24,17,5,A,99922529
24,17,6,A,104660382
24,17,7,A,109394960
24,17,8,A,111469438
24,17,9,A,119183874
24,17,10,A,122152983
24,17,11,A,117575730
24,17,12,A,123891314
24,17,13,A,133504865
24,17,14,A,144568321
24,17,15,A,146428618
24,17,16,A,141661083
24,17,17,A,143587445
24,17,18,A,145571365
24,17,19,A,184644939
24,17,20,A,178216852
24,17,21,A,174335739
24,17,22,A,196454683
24,17,23,A,197422403
24,17,24,A,209734812
24,18,1,A,90226562
24,18,2,A,91322689
24,18,3,A,93717736
24,18,4,A,95298944
24,18,5,A,98467831
24,18,6,A,102687997
24,18,7,A,106983680
24,18,8,A,109611769
24,18,9,A,114611432
24,18,10,A,121186459
24,18,11,A,123680247
24,18,12,A,129603164
24,18,13,A,137676624
24,18,14,A,142879349
24,18,15,A,152251244
24,18,16,A,151341236
24,18,17,A,152780625
24,18,18,A,154695761
24,18,19,A,193097692
24,18,20,A,186708676
24,18,21,A,183722326
24,18,22,A,194548999
24,18,23,A,206028970
24,18,24,A,218309474
24,19,1,A,94821890
24,19,2,A,95870568
24,19,3,A,98142156
24,19,4,A,99684638
24,19,5,A,102476225
24,19,6,A,106820876
24,19,7,A,110694281
24,19,8,A,113465145
24,19,9,A,117752686
24,19,10,A,123903410
24,19,11,A,126463770
24,19,12,A,131909863
24,19,13,A,138463664
24,19,14,A,144087070
24,19,15,A,153979221
24,19,16,A,160590500
24,19,17,A,162344091
24,19,18,A,164230671
24,19,19,A,188324612
24,19,20,A,188295780
24,19,21,A,193034558
24,19,22,A,192546340
24,19,23,A,210945928
24,19,24,A,222555027
24,20,1,A,112130274
24,20,2,A,113287080
24,20,3,A,115853165
24,20,4,A,117360469
24,20,5,A,120861620
24,20,6,A,125358750
24,20,7,A,129722252
24,20,8,A,132275202
24,20,9,A,138704809
24,20,10,A,144742809
24,20,11,A,144102918
24,20,12,A,150321556
24,20,13,A,160023893
24,20,14,A,167535228
24,20,15,A,172817952
24,20,16,A,165928113
24,20,17,A,166621690
24,20,18,A,168509240
24,20,19,A,209610865
24,20,20,A,203302733
24,20,21,A,198207159
24,20,22,A,221648736
24,20,23,A,221023813
24,20,24,A,233211855
24,21,1,A,120299025
24,21,2,A,121415095
24,21,3,A,123777239
24,21,4,A,125350243
24,21,5,A,128509127
24,21,6,A,132725785
24,21,7,A,136943877
24,21,8,A,139532381
24,21,9,A,144552012
24,21,10,A,151064957
24,21,11,A,153496740
24,21,12,A,159213944
24,21,13,A,167333781
24,21,14,A,172327807
24,21,15,A,181604434
24,21,16,A,180263136
24,21,17,A,180445327
24,21,18,A,182522551
24,21,19,A,221532357
24,21,20,A,215184543
24,21,21,A,211654308
24,21,22,A,222884248
24,21,23,A,233976568
24,21,24,A,245779453
24,22,1,A,127640235
24,22,2,A,128739555
24,22,3,A,131102960
24,22,4,A,132658733
24,22,5,A,135841864
24,22,6,A,139972256
24,22,7,A,144275498
24,22,8,A,146819155
24,22,9,A,151803840
24,22,10,A,158359913
24,22,11,A,160773334
24,22,12,A,166595514
24,22,13,A,174637873
24,22,14,A,179724172
24,22,15,A,189106546
24,22,16,A,188558394
24,22,17,A,188391317
24,22,18,A,190514792
24,22,19,A,229531802
24,22,20,A,222659941
24,22,21,A,220484639
24,22,22,A,230680099
24,22,23,A,243243715
24,22,24,A,255050448
24,23,1,A,126771780
24,23,2,A,127827923
24,23,3,A,129965757
24,23,4,A,131485668
24,23,5,A,134138962
24,23,6,A,138285446
24,23,7,A,142032554
24,23,8,A,144709079
24,23,9,A,148781506
24,23,10,A,154885704
24,23,11,A,156989020
24,23,12,A,162159845
24,23,13,A,168445675
24,23,14,A,174284172
24,23,15,A,183434592
24,23,16,A,191440054
24,23,17,A,195648857
24,23,18,A,197491295
24,23,19,A,214922939
24,23,20,A,216126456
24,23,21,A,220501228
24,23,22,A,219402743
24,23,23,A,237933603
24,23,24,A,248204079
24,24,1,A,132856127
24,24,2,A,133907944
24,24,3,A,136050093
24,24,4,A,137576705
24,24,5,A,140238008
24,24,6,A,144375833
24,24,7,A,148107647
24,24,8,A,150817153
24,24,9,A,154936299
24,24,10,A,160927218
24,24,11,A,163104361
24,24,12,A,168265132
24,24,13,A,174523531
24,24,14,A,180418571
24,24,15,A,189521350
24,24,16,A,197560180
24,24,17,A,201624756
24,24,18,A,203504343
24,24,19,A,220873757
24,24,20,A,221874543
24,24,21,A,226650525
24,24,22,A,225677570
24,24,23,A,243926570
24,24,24,A,254258978
25,1,1,A,1806618
25,1,2,A,3222443
25,1,3,A,7213105
25,1,4,A,8778425
25,1,5,A,11363860
25,1,6,A,19016605
25,1,7,A,25911874
25,1,8,A,32879243
25,1,9,A,37882840
25,1,10,A,45585037
25,1,11,A,56089659
25,1,12,A,59947385
25,1,13,A,66764521
25,1,14,A,75576895
25,1,15,A,92346546
25,1,16,A,91733002
25,1,17,A,117180324
25,1,18,A,117706570
25,1,19,A,110393779
25,1,20,A,125507989
25,1,21,A,143748215
25,1,22,A,149706331
25,1,23,A,143416818
25,1,24,A,169250325
25,1,25,A,180127006
25,2,1,A,3441631
25,2,2,A,4897216
25,2,3,A,8897834
25,2,4,A,10352927
25,2,5,A,12853559
25,2,6,A,20544742
25,2,7,A,27433649
25,2,8,A,34368036
25,2,9,A,39373206
25,2,10,A,47072700
25,2,11,A,57611216
25,2,12,A,61382509
25,2,13,A,68200917
25,2,14,A,77011599
25,2,15,A,93795543
